"gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","PaperlessBilling","MonthlyCharges","TotalCharges","Churn","MultipleLinesNo phone service","MultipleLinesYes","InternetServiceFiber optic","InternetServiceNo","OnlineSecurityNo internet service","OnlineSecurityYes","OnlineBackupNo internet service","OnlineBackupYes","DeviceProtectionNo internet service","DeviceProtectionYes","TechSupportNo internet service","TechSupportYes","StreamingTVNo internet service","StreamingTVYes","StreamingMoviesNo internet service","StreamingMoviesYes","ContractOne year","ContractTwo year","PaymentMethodCredit card (automatic)","PaymentMethodElectronic check","PaymentMethodMailed check"
0,1,1,0,72,1,1,116.75,8277.05,"No",0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
1,0,0,0,1,1,1,74.25,74.25,"Yes",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,68,1,1,75.8,5293.95,"Yes",0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0
0,1,1,0,1,1,1,69.55,69.55,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,13,1,1,74.3,940.35,"Yes",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,4,1,1,80.15,319.85,"No",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,48,0,1,45.3,2145,"Yes",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,11,1,1,20.45,237.3,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,0,0,1,62,1,1,100.15,6413.65,"Yes",0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0
1,0,0,0,23,1,0,20.15,405.6,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,0,0,0,12,1,1,53.75,648.65,"No",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,1,1,24,1,0,78.6,1846.65,"No",0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0
0,0,1,0,54,1,0,110.35,5893.15,"Yes",0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0
1,0,1,1,59,1,1,111.1,6555.2,"No",0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1
0,0,1,0,3,1,1,19.6,55.25,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,1,1,4,1,1,20.5,77.6,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,1,1,72,1,0,66.85,4758.8,"No",0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
0,1,1,0,3,0,1,30.75,82.85,"No",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,0,19,1,1,88.2,1775.8,"Yes",0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,8,1,1,73.5,632.2,"No",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,2,1,0,79.7,165,"Yes",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,35,1,0,20.1,655.3,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,1,1,0,1,1,1,90.6,90.6,"Yes",0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,0,49,1,1,94.8,4690.65,"No",0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
1,0,0,0,40,1,1,104.5,4036.85,"Yes",0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
0,0,1,1,22,1,0,19.9,400.3,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,0,2,1,1,86.2,178.7,"Yes",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,0,1,1,72,1,0,24.9,1859.2,"No",0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,1,0,0,15,1,1,79.4,1156.1,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,0,5,1,1,89.15,413.25,"No",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,1,1,72,1,1,109.2,7711.45,"No",0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,1,1,56,1,0,115.85,6567.9,"No",0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
1,0,1,1,43,1,1,91.25,4013.8,"No",0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
1,0,1,0,66,0,1,56.6,3789.2,"No",1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
1,1,1,1,10,0,1,34.55,362.6,"No",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,1,1,1,81.95,81.95,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,1,52,1,0,79.2,4016.3,"No",0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0
1,0,1,1,30,1,0,21.25,711.9,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,0,0,31,1,0,104.35,3205.6,"No",0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,1,0,8,1,1,49.55,393.45,"No",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,72,1,0,109.7,7898.45,"No",0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
1,0,0,0,54,0,0,45.2,2460.55,"No",1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
0,0,1,0,1,1,1,69.4,69.4,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,68,1,1,99.55,6668,"No",0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
0,1,0,0,2,1,1,56.55,118.25,"No",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,1,0,0,24.4,24.4,"No",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,7,1,1,89.5,676.7,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,1,0,0,26,1,1,66.05,1652.4,"No",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,0,1,1,41,1,0,78.45,3126.45,"No",0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0
0,0,1,0,67,1,0,75.1,5064.45,"No",0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1
0,0,0,0,45,1,1,100.3,4483.95,"No",0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0
0,0,0,0,5,1,0,75.6,402.5,"No",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,17,1,0,64.8,1175.6,"No",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
1,0,0,0,31,1,1,101.4,3143.65,"No",0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,1,1,0,19.65,19.65,"Yes",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,1,1,40,0,0,60.3,2448.5,"No",1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1
0,0,0,0,2,1,0,60.85,111.4,"No",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,0,1,1,23,1,1,25.6,514.75,"No",0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,0,0,0,1,0,1,45.3,45.3,"Yes",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1,0,0,0,4,1,1,70.2,237.95,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,1,1,0,50.65,50.65,"Yes",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,0,50,1,1,71.05,3444.85,"Yes",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,2,1,0,44.65,74.9,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,10,1,1,95.35,898.35,"Yes",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,1,1,46,1,0,19.75,856.5,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,1,0,0,6,0,1,44.4,263.05,"No",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,1,1,0,67,1,0,83.85,5588.8,"No",0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,12,1,0,19.45,227.45,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
1,0,0,0,1,1,1,45.1,45.1,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,66,1,0,91.7,6075.9,"No",0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,0,1,71,1,1,76.9,5522.7,"No",0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
0,0,1,0,30,1,1,94.1,2804.45,"Yes",0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
1,0,0,0,17,1,0,65.75,1111.2,"No",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,1,1,0,1,24.7,24.7,"No",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,0,72,1,1,109.75,7932.5,"No",0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,1,1,72,0,1,64.8,4719.75,"No",1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,1,1,67,0,0,36.15,2434.45,"No",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,1,0,71,1,1,82.55,5832.65,"No",0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
1,0,0,0,58,1,1,24.45,1513.6,"No",0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,1,0,69,1,1,95.65,6744.2,"No",0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
1,0,0,0,42,1,1,19.55,839.4,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,1,1,69,1,1,105,7297.75,"No",0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0
1,0,1,0,8,1,0,75,632.95,"Yes",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,0,71,1,1,106.8,7623.2,"No",0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0
0,0,0,0,13,1,1,84.45,1058.6,"Yes",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,16,1,0,20.15,341.35,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,0,0,0,7,1,1,69.85,515.45,"No",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,4,1,0,70.5,294.2,"No",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,55,1,0,25.7,1443.65,"No",0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,1,1,0,52,1,1,109.1,5647.95,"No",0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,2,1,0,19.9,57.4,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,0,1,1,34,1,0,20.65,716.4,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,0,10,1,0,19.75,208.25,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
1,0,0,0,5,1,1,92.5,452.7,"Yes",0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0,1,1,30,1,0,85.45,2509.95,"No",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,1,9,1,1,65.6,593.3,"No",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
1,0,0,1,1,1,1,70.45,70.45,"No",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0,1,0,48,1,1,105.1,5083.55,"No",0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
0,0,1,1,41,1,1,101.6,3930.55,"No",0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
1,1,0,0,4,0,1,50.95,207.35,"No",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1,0,0,0,44,0,1,54,2440.25,"No",1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0
1,0,1,1,72,1,1,114.3,8058.55,"No",0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,0,0,1,1,1,19.4,19.4,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,1,0,0,17,1,1,45.05,770.6,"Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,46,1,0,19.2,908.15,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,1,0,0,70,1,1,75.5,5212.65,"No",0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
1,0,1,0,33,1,1,93.35,3092,"No",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,35,1,0,61.2,2021.2,"No",0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
1,0,0,1,29,0,1,45,1242.45,"No",1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
1,0,0,0,67,1,0,65.55,4361.55,"No",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1,0,0,0,51,1,1,99,5038.15,"No",0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,1,0,34,1,0,100.85,3527.3,"No",0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,22,1,1,95.1,2162.6,"No",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,13,1,1,73.75,956.65,"No",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,68,1,0,88,6161.9,"No",0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,1,1,43,1,0,50.2,2169.4,"No",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,3,1,0,50.4,137.25,"No",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,11,1,0,70.5,829.3,"No",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1,1,1,0,1,1,1,74.4,74.4,"Yes",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,7,1,0,43.9,278.4,"No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,49,1,0,19,918.7,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
1,0,0,0,54,0,0,46.2,2431.95,"No",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,0,1,0,1,29.85,29.85,"No",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,25,1,1,100.25,2387.75,"Yes",0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1,1,1,0,51,0,1,29.45,1459.35,"No",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,0,24,1,0,19.75,483.15,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,1,0,0,2,1,1,78.55,149.55,"Yes",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,3,1,0,21.2,52.05,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,0,0,5,1,0,96.55,500.1,"No",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1,0,1,1,36,1,1,63.7,2188.5,"No",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
0,0,0,0,18,1,1,88.35,1639.3,"Yes",0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0,0,0,15,1,0,58.95,955.15,"No",0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,1,1,0,58,1,1,105.5,6205.5,"Yes",0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0
1,0,1,1,31,1,0,89.3,2823,"No",0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,0,0,0,47,1,0,20.45,943,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,0,1,0,42,1,0,80.45,3375.9,"No",0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0
1,1,1,1,52,1,1,80.85,4079.55,"No",0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
1,0,0,0,1,1,0,20.55,20.55,"Yes",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,0,0,0,4,1,1,82.85,319.6,"No",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,26,0,1,44.45,1183.8,"No",1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
1,1,0,0,15,1,0,75.65,1146.65,"Yes",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,43,1,1,25.1,1070.15,"No",0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
0,0,0,0,4,1,1,60.4,272.15,"Yes",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,1,1,0,60,0,1,49.45,2907.55,"No",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0
1,1,0,0,1,1,1,94,94,"Yes",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,1,1,0,13,1,0,70.45,849.1,"No",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,63,0,0,59,3707.6,"No",1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0
0,0,1,1,10,1,1,65.9,660.05,"No",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1
1,0,0,0,13,1,0,100.75,1313.25,"No",0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
1,0,1,1,17,0,0,44.45,792.15,"No",1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
1,0,1,1,72,1,0,68.4,4855.35,"No",0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
0,0,1,1,70,0,1,58.4,4113.15,"No",1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
1,1,1,0,71,0,0,46.35,3353.4,"No",1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
0,0,1,1,32,1,1,86.1,2723.75,"No",0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,1,8,0,1,38.5,330.8,"No",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,59,1,0,19.35,1099.6,"Yes",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,1,1,56,0,1,36.1,1971.5,"No",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
0,0,1,1,47,1,1,85.3,4107.25,"No",0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0
0,1,0,0,66,1,1,102.85,6976.75,"No",0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
0,0,0,0,53,1,0,20.25,1048.45,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,1,1,72,1,0,74.55,5430.65,"No",0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
0,0,1,0,71,1,0,24.75,1836.9,"No",0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,0,0,24,1,0,56.35,1381.2,"No",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,0,39,1,0,81.4,3213.75,"No",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,1,1,71,1,1,91.25,6589.6,"No",0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0,1,0,55,1,0,56.8,3112.05,"No",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
1,0,0,0,20,1,1,88.7,1761.45,"Yes",0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,35,1,1,102.35,3626.1,"Yes",0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0
0,0,1,0,14,1,1,64.7,941,"Yes",0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,1,0,42,1,1,99.45,4138.05,"Yes",0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
1,0,1,1,70,1,1,97.55,6669.05,"No",0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1,1,0,0,51,1,1,94,4905.75,"No",0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
0,0,1,1,62,1,1,106.05,6703.5,"No",0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0
1,1,0,0,32,1,1,96.15,3019.25,"Yes",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0,0,1,0,70,1,0,86.45,5950.2,"No",0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,0,0,8,1,0,44.45,369.3,"No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,1,1,1,20.1,20.1,"Yes",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,0,69,1,1,78.6,5356.45,"Yes",0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0
0,0,0,0,6,1,0,19.55,124.45,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,1,0,0,26,1,0,19.3,504.2,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
1,0,1,0,11,1,1,55.05,608.15,"No",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,1,23,1,0,20.05,415.1,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,1,1,53,1,0,65,3363.8,"No",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
0,1,0,0,23,1,1,79.35,1835.3,"No",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,55,1,1,90.15,4916.95,"No",0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0
1,0,0,0,42,1,1,100.3,4222.95,"No",0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
1,0,0,0,9,1,0,19.85,178.8,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,0,33,1,1,70.4,2406.1,"No",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3,1,1,50.65,151.3,"Yes",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,16,1,1,71.4,1212.1,"No",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,26,1,1,19.6,471.85,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,0,0,0,25,1,1,20.75,499.4,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,1,1,50,1,0,20.15,930.9,"No",0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,0,0,0,7,0,1,35.5,249.55,"No",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
0,0,0,1,46,1,1,84.8,3958.85,"No",0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,28,0,1,30.1,810.85,"No",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,3,1,1,60.25,170.5,"No",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,0,9,1,1,68.95,593.85,"No",0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
1,1,1,0,70,1,0,105.35,7511.9,"No",0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0
0,0,1,1,69,1,0,59.1,4134.7,"No",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
0,0,1,1,16,1,0,100.7,1522.7,"No",0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
