Request id,Date,Request time,Dropoff time,Pickup point,Driver id,Status
3682,13-07-2016,19:23:31,NA,Airport,NA,No Cars Available
3683,13-07-2016,19:23:31,NA,Airport,NA,No Cars Available
3684,13-07-2016,19:24:58,NA,Airport,NA,No Cars Available
3685,13-07-2016,19:24:58,NA,Airport,NA,No Cars Available
3686,13-07-2016,19:24:58,8:19:41 PM,City,32,Trip Completed
3687,13-07-2016,19:26:24,NA,Airport,NA,No Cars Available
3688,13-07-2016,19:26:24,8:25:26 PM,City,40,Trip Completed
3689,13-07-2016,19:27:50,NA,Airport,NA,No Cars Available
3690,13-07-2016,19:27:50,8:41:17 PM,Airport,275,Trip Completed
3691,13-07-2016,19:29:17,NA,Airport,NA,No Cars Available
3692,13-07-2016,19:29:17,NA,Airport,NA,No Cars Available
3693,13-07-2016,19:29:17,NA,Airport,NA,No Cars Available
3694,13-07-2016,19:29:17,8:19:41 PM,City,20,Trip Completed
3695,13-07-2016,19:30:43,NA,Airport,NA,No Cars Available
3696,13-07-2016,19:32:10,NA,Airport,NA,No Cars Available
3697,13-07-2016,19:32:10,NA,Airport,136,Cancelled
3698,13-07-2016,19:33:36,NA,Airport,NA,No Cars Available
3699,13-07-2016,19:33:36,NA,Airport,NA,No Cars Available
3700,13-07-2016,19:33:36,NA,Airport,NA,No Cars Available
3701,13-07-2016,19:33:36,8:34:05 PM,Airport,291,Trip Completed
3702,13-07-2016,19:35:02,NA,Airport,NA,No Cars Available
3703,13-07-2016,19:35:02,8:38:24 PM,Airport,207,Trip Completed
3704,13-07-2016,19:35:02,NA,Airport,263,Cancelled
3705,13-07-2016,19:36:29,NA,Airport,NA,No Cars Available
3706,13-07-2016,19:36:29,NA,Airport,NA,No Cars Available
3707,13-07-2016,19:36:29,NA,Airport,NA,No Cars Available
3708,13-07-2016,19:37:55,NA,Airport,NA,No Cars Available
3709,13-07-2016,19:37:55,NA,Airport,NA,No Cars Available
3710,13-07-2016,19:39:22,NA,Airport,NA,No Cars Available
3711,13-07-2016,19:39:22,8:38:24 PM,Airport,165,Trip Completed
3712,13-07-2016,19:42:14,NA,Airport,NA,No Cars Available
3713,13-07-2016,19:43:41,NA,Airport,NA,No Cars Available
3714,13-07-2016,19:43:41,NA,Airport,NA,No Cars Available
3715,13-07-2016,19:45:07,NA,Airport,NA,No Cars Available
3716,13-07-2016,19:45:07,NA,Airport,NA,No Cars Available
3717,13-07-2016,19:46:34,NA,Airport,NA,No Cars Available
3718,13-07-2016,19:46:34,8:32:38 PM,Airport,28,Trip Completed
3719,13-07-2016,19:48:00,NA,Airport,NA,No Cars Available
3720,13-07-2016,19:48:00,NA,Airport,NA,No Cars Available
3721,13-07-2016,19:48:00,NA,Airport,NA,No Cars Available
3722,13-07-2016,19:48:00,8:25:26 PM,Airport,4,Trip Completed
3723,13-07-2016,19:49:26,8:42:43 PM,Airport,103,Trip Completed
3724,13-07-2016,19:50:53,NA,Airport,NA,No Cars Available
3725,13-07-2016,19:50:53,8:57:07 PM,City,274,Trip Completed
3726,13-07-2016,19:52:19,NA,Airport,NA,No Cars Available
3727,13-07-2016,19:52:19,NA,Airport,53,Cancelled
3728,13-07-2016,19:52:19,9:02:53 PM,Airport,84,Trip Completed
3729,13-07-2016,19:53:46,NA,Airport,NA,No Cars Available
3730,13-07-2016,19:56:38,NA,Airport,NA,No Cars Available
3731,13-07-2016,19:58:05,NA,Airport,NA,No Cars Available
3732,13-07-2016,19:58:05,8:45:36 PM,City,240,Trip Completed
3733,13-07-2016,19:59:31,NA,Airport,NA,No Cars Available
3734,13-07-2016,19:59:31,NA,Airport,NA,No Cars Available
3735,13-07-2016,19:59:31,NA,Airport,NA,No Cars Available
3736,13-07-2016,20:05:17,NA,Airport,NA,No Cars Available
3737,13-07-2016,20:06:43,NA,Airport,NA,No Cars Available
3738,13-07-2016,20:06:43,8:48:29 PM,Airport,30,Trip Completed
3739,13-07-2016,20:06:43,8:54:14 PM,Airport,52,Trip Completed
3740,13-07-2016,20:06:43,8:45:36 PM,Airport,69,Trip Completed
3741,13-07-2016,20:06:43,9:12:58 PM,Airport,168,Trip Completed
3742,13-07-2016,20:08:10,8:38:24 PM,Airport,27,Trip Completed
3743,13-07-2016,20:08:10,9:00:00 PM,Airport,171,Trip Completed
3744,13-07-2016,20:11:02,9:10:05 PM,Airport,21,Trip Completed
3745,13-07-2016,20:11:02,NA,Airport,180,Cancelled
3746,13-07-2016,20:13:55,NA,Airport,NA,No Cars Available
3747,13-07-2016,20:13:55,NA,Airport,NA,No Cars Available
3748,13-07-2016,20:13:55,9:18:43 PM,City,293,Trip Completed
3749,13-07-2016,20:16:48,NA,Airport,NA,No Cars Available
3750,13-07-2016,20:19:41,NA,Airport,NA,No Cars Available
3751,13-07-2016,20:19:41,NA,Airport,NA,No Cars Available
3752,13-07-2016,20:19:41,NA,Airport,NA,No Cars Available
3753,13-07-2016,20:19:41,9:31:41 PM,City,29,Trip Completed
3754,13-07-2016,20:21:07,NA,Airport,NA,No Cars Available
3755,13-07-2016,20:21:07,9:28:48 PM,Airport,264,Trip Completed
3756,13-07-2016,20:22:34,NA,Airport,NA,No Cars Available
3757,13-07-2016,20:22:34,NA,Airport,NA,No Cars Available
3758,13-07-2016,20:22:34,9:05:46 PM,City,97,Trip Completed
3759,13-07-2016,20:22:34,NA,City,285,Cancelled
3760,13-07-2016,20:24:00,NA,Airport,NA,No Cars Available
3761,13-07-2016,20:24:00,9:28:48 PM,Airport,24,Trip Completed
3762,13-07-2016,20:24:00,9:15:50 PM,City,25,Trip Completed
3763,13-07-2016,20:24:00,9:18:43 PM,City,220,Trip Completed
3764,13-07-2016,20:25:26,NA,Airport,NA,No Cars Available
3765,13-07-2016,20:25:26,NA,Airport,NA,No Cars Available
3766,13-07-2016,20:25:26,9:08:38 PM,Airport,41,Trip Completed
3767,13-07-2016,20:25:26,9:00:00 PM,Airport,132,Trip Completed
3768,13-07-2016,20:25:26,9:15:50 PM,City,270,Trip Completed
3769,13-07-2016,20:26:53,NA,Airport,NA,No Cars Available
3770,13-07-2016,20:26:53,NA,Airport,NA,No Cars Available
3771,13-07-2016,20:26:53,NA,Airport,31,Cancelled
3772,13-07-2016,20:28:19,NA,Airport,NA,No Cars Available
3773,13-07-2016,20:28:19,NA,Airport,NA,No Cars Available
3774,13-07-2016,20:28:19,9:20:10 PM,Airport,9,Trip Completed
3775,13-07-2016,20:29:46,NA,Airport,NA,No Cars Available
3776,13-07-2016,20:29:46,NA,Airport,NA,No Cars Available
3777,13-07-2016,20:29:46,9:18:43 PM,Airport,273,Trip Completed
3778,13-07-2016,20:31:12,NA,Airport,NA,No Cars Available
3779,13-07-2016,20:31:12,NA,Airport,NA,No Cars Available
3780,13-07-2016,20:31:12,9:14:24 PM,City,150,Trip Completed
3781,13-07-2016,20:32:38,NA,Airport,NA,No Cars Available
3782,13-07-2016,20:32:38,NA,City,122,Cancelled
3783,13-07-2016,20:34:05,NA,Airport,NA,No Cars Available
3784,13-07-2016,20:34:05,NA,Airport,NA,No Cars Available
3785,13-07-2016,20:34:05,NA,City,NA,No Cars Available
3786,13-07-2016,20:34:05,9:27:22 PM,Airport,55,Trip Completed
3787,13-07-2016,20:35:31,NA,Airport,NA,No Cars Available
3788,13-07-2016,20:36:58,NA,Airport,186,Cancelled
3789,13-07-2016,20:36:58,9:28:48 PM,City,203,Trip Completed
3790,13-07-2016,20:38:24,NA,Airport,NA,No Cars Available
3791,13-07-2016,20:38:24,NA,Airport,NA,No Cars Available
3792,13-07-2016,20:38:24,NA,Airport,NA,No Cars Available
3793,13-07-2016,20:39:50,NA,Airport,NA,No Cars Available
3794,13-07-2016,20:41:17,NA,City,137,Cancelled
3795,13-07-2016,20:41:17,9:17:17 PM,City,247,Trip Completed
3796,13-07-2016,20:42:43,NA,Airport,NA,No Cars Available
3797,13-07-2016,20:42:43,NA,Airport,NA,No Cars Available
3798,13-07-2016,20:42:43,9:30:14 PM,City,48,Trip Completed
3799,13-07-2016,20:45:36,NA,City,NA,No Cars Available
3800,13-07-2016,20:45:36,NA,Airport,NA,No Cars Available
3801,13-07-2016,20:45:36,9:25:55 PM,Airport,118,Trip Completed
3802,13-07-2016,20:47:02,NA,Airport,NA,No Cars Available
3803,13-07-2016,20:47:02,NA,Airport,NA,No Cars Available
3804,13-07-2016,20:47:02,9:21:36 PM,Airport,285,Trip Completed
3805,13-07-2016,20:48:29,NA,Airport,NA,No Cars Available
3806,13-07-2016,20:48:29,NA,Airport,2,Cancelled
3807,13-07-2016,20:51:22,NA,Airport,4,Cancelled
3808,13-07-2016,20:51:22,NA,Airport,71,Cancelled
3809,13-07-2016,20:51:22,9:30:14 PM,City,85,Trip Completed
3810,13-07-2016,20:52:48,NA,City,16,Cancelled
3811,13-07-2016,20:54:14,NA,Airport,NA,No Cars Available
3812,13-07-2016,20:54:14,NA,City,NA,No Cars Available
3813,13-07-2016,20:54:14,9:33:07 PM,Airport,19,Trip Completed
3814,13-07-2016,20:55:41,NA,Airport,NA,No Cars Available
3815,13-07-2016,20:55:41,NA,Airport,NA,No Cars Available
3816,13-07-2016,20:55:41,NA,Airport,NA,No Cars Available
3817,13-07-2016,20:55:41,9:54:43 PM,Airport,299,Trip Completed
3818,13-07-2016,20:57:07,NA,Airport,114,Cancelled
3819,13-07-2016,20:57:07,9:36:00 PM,Airport,160,Trip Completed
3820,13-07-2016,20:58:34,NA,Airport,280,Cancelled
3821,13-07-2016,21:00:00,NA,Airport,NA,No Cars Available
3822,13-07-2016,21:00:00,NA,Airport,14,Cancelled
3823,13-07-2016,21:02:53,NA,Airport,NA,No Cars Available
3824,13-07-2016,21:02:53,NA,Airport,NA,No Cars Available
3825,13-07-2016,21:02:53,NA,Airport,NA,No Cars Available
3826,13-07-2016,21:02:53,9:41:46 PM,Airport,80,Trip Completed
3827,13-07-2016,21:02:53,9:56:10 PM,City,276,Trip Completed
3828,13-07-2016,21:04:19,NA,City,NA,No Cars Available
3829,13-07-2016,21:04:19,NA,Airport,NA,No Cars Available
3830,13-07-2016,21:04:19,9:48:58 PM,Airport,283,Trip Completed
3831,13-07-2016,21:05:46,10:06:14 PM,Airport,173,Trip Completed
3832,13-07-2016,21:07:12,NA,Airport,NA,No Cars Available
3833,13-07-2016,21:08:38,NA,Airport,NA,No Cars Available
3834,13-07-2016,21:08:38,10:19:12 PM,City,214,Trip Completed
3835,13-07-2016,21:10:05,NA,Airport,NA,No Cars Available
3836,13-07-2016,21:10:05,NA,Airport,NA,No Cars Available
3837,13-07-2016,21:11:31,NA,Airport,NA,No Cars Available
3838,13-07-2016,21:12:58,NA,Airport,NA,No Cars Available
3839,13-07-2016,21:12:58,NA,Airport,287,Cancelled
3840,13-07-2016,21:15:50,NA,Airport,140,Cancelled
3841,13-07-2016,21:15:50,NA,Airport,164,Cancelled
3842,13-07-2016,21:17:17,NA,Airport,NA,No Cars Available
3843,13-07-2016,21:17:17,10:04:48 PM,City,242,Trip Completed
3844,13-07-2016,21:18:43,NA,Airport,NA,No Cars Available
3845,13-07-2016,21:20:10,NA,Airport,NA,No Cars Available
3846,13-07-2016,21:20:10,NA,Airport,NA,No Cars Available
3847,13-07-2016,21:20:10,10:20:38 PM,Airport,237,Trip Completed
3848,13-07-2016,21:21:36,NA,Airport,NA,No Cars Available
3849,13-07-2016,21:21:36,NA,City,121,Cancelled
3850,13-07-2016,21:21:36,9:54:43 PM,Airport,192,Trip Completed
3851,13-07-2016,21:23:02,NA,Airport,NA,No Cars Available
3852,13-07-2016,21:23:02,10:20:38 PM,Airport,296,Trip Completed
3853,13-07-2016,21:24:29,NA,Airport,NA,No Cars Available
3854,13-07-2016,21:24:29,NA,Airport,NA,No Cars Available
3855,13-07-2016,21:24:29,NA,Airport,NA,No Cars Available
3856,13-07-2016,21:24:29,10:17:46 PM,Airport,36,Trip Completed
3857,13-07-2016,21:24:29,10:33:36 PM,City,170,Trip Completed
3858,13-07-2016,21:25:55,NA,Airport,NA,No Cars Available
3859,13-07-2016,21:25:55,10:13:26 PM,Airport,114,Trip Completed
3860,13-07-2016,21:27:22,NA,Airport,NA,No Cars Available
3861,13-07-2016,21:28:48,NA,Airport,NA,No Cars Available
3862,13-07-2016,21:28:48,NA,City,NA,No Cars Available
3863,13-07-2016,21:30:14,10:40:48 PM,City,166,Trip Completed
3864,13-07-2016,21:31:41,NA,Airport,NA,No Cars Available
3865,13-07-2016,21:31:41,10:09:07 PM,City,15,Trip Completed
3866,13-07-2016,21:31:41,NA,Airport,63,Cancelled
3867,13-07-2016,21:31:41,10:10:34 PM,City,284,Trip Completed
3868,13-07-2016,21:33:07,NA,Airport,NA,No Cars Available
3869,13-07-2016,21:34:34,NA,Airport,NA,No Cars Available
3870,13-07-2016,21:36:00,NA,Airport,NA,No Cars Available
3871,13-07-2016,21:37:26,NA,Airport,NA,No Cars Available
3872,13-07-2016,21:37:26,10:43:41 PM,City,251,Trip Completed
3873,13-07-2016,21:38:53,NA,Airport,NA,No Cars Available
3874,13-07-2016,21:40:19,NA,Airport,NA,No Cars Available
3875,13-07-2016,21:41:46,NA,Airport,NA,No Cars Available
3876,13-07-2016,21:41:46,NA,Airport,NA,No Cars Available
3877,13-07-2016,21:41:46,NA,Airport,NA,No Cars Available
3878,13-07-2016,21:41:46,NA,Airport,NA,No Cars Available
3879,13-07-2016,21:41:46,10:17:46 PM,Airport,1,Trip Completed
3880,13-07-2016,21:41:46,10:23:31 PM,Airport,178,Trip Completed
3881,13-07-2016,21:43:12,10:42:14 PM,Airport,3,Trip Completed
3882,13-07-2016,21:43:12,10:29:17 PM,City,6,Trip Completed
3883,13-07-2016,21:43:12,NA,Airport,210,Cancelled
3884,13-07-2016,21:44:38,NA,Airport,NA,No Cars Available
3885,13-07-2016,21:44:38,NA,Airport,NA,No Cars Available
3886,13-07-2016,21:44:38,NA,Airport,NA,No Cars Available
3887,13-07-2016,21:44:38,10:49:26 PM,Airport,15,Trip Completed
3888,13-07-2016,21:46:05,NA,Airport,NA,No Cars Available
3889,13-07-2016,21:46:05,10:20:38 PM,Airport,148,Trip Completed
3890,13-07-2016,21:46:05,NA,Airport,172,Cancelled
3891,13-07-2016,21:47:31,NA,Airport,NA,No Cars Available
3892,13-07-2016,21:47:31,NA,Airport,NA,No Cars Available
3893,13-07-2016,21:47:31,NA,Airport,NA,No Cars Available
3894,13-07-2016,21:47:31,NA,Airport,NA,No Cars Available
3895,13-07-2016,21:47:31,NA,Airport,NA,No Cars Available
3896,13-07-2016,21:47:31,10:40:48 PM,City,116,Trip Completed
3897,13-07-2016,21:48:58,10:26:24 PM,Airport,109,Trip Completed
3898,13-07-2016,21:50:24,NA,Airport,NA,No Cars Available
3899,13-07-2016,21:50:24,NA,Airport,NA,No Cars Available
3900,13-07-2016,21:51:50,NA,Airport,NA,No Cars Available
3901,13-07-2016,21:54:43,NA,Airport,NA,No Cars Available
3902,13-07-2016,21:54:43,NA,Airport,NA,No Cars Available
3903,13-07-2016,21:54:43,NA,Airport,NA,No Cars Available
3904,13-07-2016,21:54:43,NA,Airport,NA,No Cars Available
3905,13-07-2016,21:54:43,10:35:02 PM,City,258,Trip Completed
3906,13-07-2016,21:56:10,NA,Airport,NA,No Cars Available
3907,13-07-2016,21:56:10,NA,Airport,NA,No Cars Available
3908,13-07-2016,21:57:36,11:02:24 PM,Airport,50,Trip Completed
3909,13-07-2016,21:57:36,NA,City,295,Cancelled
3910,13-07-2016,21:59:02,NA,Airport,NA,No Cars Available
3911,13-07-2016,22:00:29,NA,Airport,NA,No Cars Available
3912,13-07-2016,22:00:29,NA,Airport,NA,No Cars Available
3913,13-07-2016,22:00:29,10:53:46 PM,Airport,96,Trip Completed
3914,13-07-2016,22:00:29,10:33:36 PM,City,273,Trip Completed
3915,13-07-2016,22:00:29,11:15:22 PM,City,279,Trip Completed
3916,13-07-2016,22:01:55,11:13:55 PM,City,101,Trip Completed
3917,13-07-2016,22:01:55,11:09:36 PM,City,183,Trip Completed
3918,13-07-2016,22:03:22,NA,City,NA,No Cars Available
3919,13-07-2016,22:04:48,NA,Airport,NA,No Cars Available
3920,13-07-2016,22:06:14,NA,City,57,Cancelled
3921,13-07-2016,22:07:41,NA,City,NA,No Cars Available
3922,13-07-2016,22:09:07,NA,City,NA,No Cars Available
3923,13-07-2016,22:09:07,NA,City,NA,No Cars Available
3924,13-07-2016,22:09:07,10:52:19 PM,Airport,66,Trip Completed
3925,13-07-2016,22:09:07,11:08:10 PM,Airport,176,Trip Completed
3926,13-07-2016,22:10:34,NA,Airport,NA,No Cars Available
3927,13-07-2016,22:10:34,11:08:10 PM,City,175,Trip Completed
3928,13-07-2016,22:13:26,NA,City,NA,No Cars Available
3929,13-07-2016,22:13:26,NA,Airport,NA,No Cars Available
3930,13-07-2016,22:13:26,NA,City,NA,No Cars Available
3931,13-07-2016,22:13:26,NA,Airport,NA,No Cars Available
3932,13-07-2016,22:13:26,11:19:41 PM,Airport,227,Trip Completed
3933,13-07-2016,22:14:53,NA,Airport,NA,No Cars Available
3934,13-07-2016,22:14:53,11:09:36 PM,Airport,74,Trip Completed
3935,13-07-2016,22:16:19,11:31:12 PM,Airport,300,Trip Completed
3936,13-07-2016,22:17:46,NA,City,NA,No Cars Available
3937,13-07-2016,22:17:46,NA,City,NA,No Cars Available
3938,13-07-2016,22:19:12,NA,City,NA,No Cars Available
3939,13-07-2016,22:19:12,10:49:26 PM,Airport,16,Trip Completed
3940,13-07-2016,22:19:12,10:55:12 PM,City,137,Trip Completed
3941,13-07-2016,22:20:38,NA,City,NA,No Cars Available
3942,13-07-2016,22:20:38,11:28:19 PM,Airport,180,Trip Completed
3943,13-07-2016,22:22:05,11:19:41 PM,Airport,18,Trip Completed
3944,13-07-2016,22:22:05,10:53:46 PM,City,79,Trip Completed
3945,13-07-2016,22:22:05,11:05:17 PM,City,155,Trip Completed
3946,13-07-2016,22:23:31,NA,Airport,NA,No Cars Available
3947,13-07-2016,22:26:24,11:05:17 PM,Airport,85,Trip Completed
3948,13-07-2016,22:26:24,10:59:31 PM,Airport,126,Trip Completed
3949,13-07-2016,22:27:50,NA,City,NA,No Cars Available
3950,13-07-2016,22:32:10,11:28:19 PM,City,268,Trip Completed
3951,13-07-2016,22:33:36,NA,Airport,NA,No Cars Available
3952,13-07-2016,22:33:36,11:26:53 PM,City,158,Trip Completed
3953,13-07-2016,22:33:36,11:39:50 PM,Airport,231,Trip Completed
3954,13-07-2016,22:35:02,11:49:55 PM,Airport,43,Trip Completed
3955,13-07-2016,22:35:02,11:36:58 PM,Airport,64,Trip Completed
3956,13-07-2016,22:35:02,11:31:12 PM,Airport,98,Trip Completed
3957,13-07-2016,22:35:02,11:31:12 PM,City,117,Trip Completed
3958,13-07-2016,22:36:29,NA,Airport,NA,No Cars Available
3959,13-07-2016,22:36:29,11:13:55 PM,City,60,Trip Completed
3960,13-07-2016,22:37:55,11:24:00 PM,Airport,277,Trip Completed
3961,13-07-2016,22:39:22,NA,City,NA,No Cars Available
3962,13-07-2016,22:39:22,NA,City,NA,No Cars Available
3963,13-07-2016,22:39:22,NA,Airport,NA,No Cars Available
3964,13-07-2016,22:39:22,11:21:07 PM,City,51,Trip Completed
3965,13-07-2016,22:39:22,11:09:36 PM,Airport,185,Trip Completed
3966,13-07-2016,22:40:48,11:11:02 PM,Airport,26,Trip Completed
3967,13-07-2016,22:45:07,NA,City,NA,No Cars Available
3968,13-07-2016,22:45:07,NA,Airport,NA,No Cars Available
3969,13-07-2016,22:45:07,11:48:29 PM,Airport,163,Trip Completed
3970,13-07-2016,22:46:34,12:01:26 AM,Airport,225,Trip Completed
3971,13-07-2016,22:49:26,NA,City,NA,No Cars Available
3972,13-07-2016,22:49:26,NA,City,NA,No Cars Available
3973,13-07-2016,22:49:26,11:39:50 PM,City,113,Trip Completed
3974,13-07-2016,22:52:19,NA,City,224,Cancelled
3975,13-07-2016,22:53:46,NA,City,NA,No Cars Available
3976,13-07-2016,22:58:05,NA,City,NA,No Cars Available
3977,13-07-2016,22:59:31,11:34:05 PM,Airport,78,Trip Completed
3978,13-07-2016,23:00:58,11:34:05 PM,City,112,Trip Completed
3979,13-07-2016,23:00:58,11:31:12 PM,City,287,Trip Completed
3980,13-07-2016,23:03:50,NA,City,NA,No Cars Available
3981,13-07-2016,23:03:50,11:34:05 PM,Airport,33,Trip Completed
3982,13-07-2016,23:05:17,12:18:43 AM,Airport,48,Trip Completed
3983,13-07-2016,23:05:17,NA,City,284,Cancelled
3984,13-07-2016,23:06:43,NA,Airport,NA,No Cars Available
3985,13-07-2016,23:06:43,12:20:10 AM,Airport,159,Trip Completed
3986,13-07-2016,23:08:10,NA,Airport,NA,No Cars Available
3987,13-07-2016,23:08:10,11:44:10 PM,City,125,Trip Completed
3988,13-07-2016,23:09:36,NA,City,NA,No Cars Available
3989,13-07-2016,23:09:36,12:18:43 AM,City,89,Trip Completed
3990,13-07-2016,23:09:36,11:41:17 PM,Airport,140,Trip Completed
3991,13-07-2016,23:11:02,11:52:48 PM,City,156,Trip Completed
3992,13-07-2016,23:13:55,11:51:22 PM,City,42,Trip Completed
3993,13-07-2016,23:13:55,12:04:19 AM,City,105,Trip Completed
3994,13-07-2016,23:18:14,11:57:07 PM,Airport,218,Trip Completed
3995,13-07-2016,23:22:34,NA,City,NA,No Cars Available
3996,13-07-2016,23:24:00,12:30:14 AM,Airport,90,Trip Completed
3997,13-07-2016,23:24:00,12:11:31 AM,Airport,162,Trip Completed
3998,13-07-2016,23:26:53,NA,Airport,NA,No Cars Available
3999,13-07-2016,23:28:19,12:31:41 AM,Airport,212,Trip Completed
4000,13-07-2016,23:29:46,NA,City,NA,No Cars Available
4001,13-07-2016,23:29:46,NA,City,NA,No Cars Available
4002,13-07-2016,23:29:46,12:43:12 AM,City,49,Trip Completed
4003,13-07-2016,23:29:46,12:28:48 AM,Airport,188,Trip Completed
4004,13-07-2016,23:31:12,12:02:53 AM,City,62,Trip Completed
4005,13-07-2016,23:32:38,12:36:00 AM,Airport,241,Trip Completed
4006,13-07-2016,23:34:05,NA,City,NA,No Cars Available
4007,13-07-2016,23:35:31,12:05:46 AM,City,185,Trip Completed
4008,13-07-2016,23:35:31,NA,City,221,Cancelled
4009,13-07-2016,23:35:31,12:12:58 AM,Airport,250,Trip Completed
4010,13-07-2016,23:36:58,NA,Airport,NA,No Cars Available
4011,13-07-2016,23:36:58,NA,City,115,Cancelled
4012,13-07-2016,23:39:50,12:21:36 AM,Airport,134,Trip Completed
4013,13-07-2016,23:41:17,NA,City,NA,No Cars Available
4014,13-07-2016,23:41:17,NA,City,NA,No Cars Available
4015,13-07-2016,23:41:17,NA,City,NA,No Cars Available
4016,13-07-2016,23:42:43,NA,City,NA,No Cars Available
4017,13-07-2016,23:42:43,NA,City,NA,No Cars Available
4018,13-07-2016,23:42:43,12:48:58 AM,Airport,298,Trip Completed
4019,13-07-2016,23:44:10,NA,City,78,Cancelled
4020,13-07-2016,23:47:02,NA,Airport,NA,No Cars Available
4021,13-07-2016,23:47:02,NA,City,132,Cancelled
4022,13-07-2016,23:51:22,NA,City,NA,No Cars Available
4023,13-07-2016,23:51:22,12:47:31 AM,City,9,Trip Completed
4024,13-07-2016,23:52:48,12:30:14 AM,Airport,179,Trip Completed
4025,13-07-2016,23:55:41,NA,City,NA,No Cars Available
4026,13-07-2016,23:57:07,NA,City,NA,No Cars Available
4027,13-07-2016,23:57:07,1:12:00 AM,City,132,Trip Completed
4028,14-07-2016,00:01:26,NA,City,NA,No Cars Available
4029,14-07-2016,00:02:53,NA,City,NA,No Cars Available
4030,14-07-2016,00:02:53,12:33:07 AM,City,100,Trip Completed
4031,14-07-2016,00:02:53,12:43:12 AM,City,186,Trip Completed
4032,14-07-2016,00:05:46,NA,City,NA,No Cars Available
4033,14-07-2016,00:07:12,NA,Airport,NA,No Cars Available
4034,14-07-2016,00:15:50,NA,City,NA,No Cars Available
4035,14-07-2016,00:17:17,NA,Airport,NA,No Cars Available
4036,14-07-2016,00:18:43,NA,Airport,NA,No Cars Available
4037,14-07-2016,00:18:43,12:59:02 AM,Airport,196,Trip Completed
4038,14-07-2016,00:25:55,NA,Airport,NA,No Cars Available
4039,14-07-2016,00:25:55,1:36:29 AM,City,238,Trip Completed
4040,14-07-2016,00:27:22,1:37:55 AM,Airport,182,Trip Completed
4041,14-07-2016,00:27:22,1:01:55 AM,Airport,297,Trip Completed
4042,14-07-2016,00:28:48,NA,Airport,NA,No Cars Available
4043,14-07-2016,00:33:07,1:39:22 AM,City,254,Trip Completed
4044,14-07-2016,00:41:46,NA,Airport,NA,No Cars Available
4045,14-07-2016,00:41:46,1:13:26 AM,Airport,111,Trip Completed
4046,14-07-2016,00:47:31,NA,City,NA,No Cars Available
4047,14-07-2016,00:50:24,NA,City,NA,No Cars Available
4048,14-07-2016,00:53:17,NA,Airport,NA,No Cars Available
4049,14-07-2016,00:54:43,2:08:10 AM,City,55,Trip Completed
4050,14-07-2016,00:59:02,NA,City,NA,No Cars Available
4051,14-07-2016,00:59:02,1:53:46 AM,City,288,Trip Completed
4052,14-07-2016,01:03:22,NA,City,NA,No Cars Available
4053,14-07-2016,01:07:41,NA,Airport,NA,No Cars Available
4054,14-07-2016,01:07:41,NA,City,NA,No Cars Available
4055,14-07-2016,01:09:07,NA,City,NA,No Cars Available
4056,14-07-2016,01:14:53,NA,City,NA,No Cars Available
4057,14-07-2016,01:14:53,NA,City,NA,No Cars Available
4058,14-07-2016,01:20:38,NA,Airport,NA,No Cars Available
4059,14-07-2016,01:23:31,NA,City,NA,No Cars Available
4060,14-07-2016,01:23:31,2:25:26 AM,City,236,Trip Completed
4061,14-07-2016,01:24:58,NA,City,NA,No Cars Available
4062,14-07-2016,01:24:58,NA,Airport,NA,No Cars Available
4063,14-07-2016,01:26:24,NA,City,NA,No Cars Available
4064,14-07-2016,01:35:02,NA,City,NA,No Cars Available
4065,14-07-2016,01:42:14,2:29:46 AM,City,222,Trip Completed
4066,14-07-2016,01:43:41,2:57:07 AM,Airport,117,Trip Completed
4067,14-07-2016,01:46:34,NA,City,NA,No Cars Available
4068,14-07-2016,01:50:53,NA,Airport,NA,No Cars Available
4069,14-07-2016,01:50:53,NA,City,NA,No Cars Available
4070,14-07-2016,01:52:19,NA,City,NA,No Cars Available
4071,14-07-2016,01:55:12,NA,City,NA,No Cars Available
4072,14-07-2016,01:56:38,NA,City,NA,No Cars Available
4073,14-07-2016,01:56:38,2:45:36 AM,City,157,Trip Completed
4074,14-07-2016,01:59:31,NA,City,NA,No Cars Available
4075,14-07-2016,02:00:58,3:05:46 AM,City,4,Trip Completed
4076,14-07-2016,02:02:24,NA,Airport,NA,No Cars Available
4077,14-07-2016,02:02:24,2:57:07 AM,Airport,12,Trip Completed
4078,14-07-2016,02:02:24,2:54:14 AM,City,106,Trip Completed
4079,14-07-2016,02:13:55,3:23:02 AM,Airport,55,Trip Completed
4080,14-07-2016,02:19:41,NA,Airport,NA,No Cars Available
4081,14-07-2016,02:21:07,3:20:10 AM,Airport,6,Trip Completed
4082,14-07-2016,02:22:34,3:10:05 AM,Airport,48,Trip Completed
4083,14-07-2016,02:24:00,NA,City,NA,No Cars Available
4084,14-07-2016,02:29:46,3:30:14 AM,Airport,139,Trip Completed
4085,14-07-2016,02:29:46,3:14:24 AM,Airport,207,Trip Completed
4086,14-07-2016,02:34:05,NA,City,NA,No Cars Available
4087,14-07-2016,02:35:31,3:44:38 AM,City,176,Trip Completed
4088,14-07-2016,02:39:50,NA,City,NA,No Cars Available
4089,14-07-2016,02:39:50,NA,City,NA,No Cars Available
4090,14-07-2016,02:39:50,NA,Airport,NA,No Cars Available
4091,14-07-2016,02:39:50,3:25:55 AM,Airport,220,Trip Completed
